Date,ETH Price (USD),Hashrate (GH/s),Blocks per day,,
8/10/2017,298.28,83442.1715,4029,,
8/11/2017,309.32,84627.2607,4105,,
8/12/2017,308.02,87270.9302,4113,,
8/13/2017,296.62,87653.9263,4129,,
8/14/2017,299.16,89584.3061,4133,,
8/15/2017,286.52,90812.4199,4132,,
8/16/2017,301.38,91289.1473,4166,,
8/17/2017,300.3,92534.9297,4144,,
8/18/2017,292.62,91777.3051,4136,,
8/19/2017,293.02,95425.5042,4211,,
8/20/2017,298.2,93281.2322,4156,,
8/21/2017,321.85,95741.8313,4233,,
8/22/2017,313.37,95942.1567,4185,,
8/23/2017,317.4,98296.3711,4216,,
8/24/2017,325.28,97228.3329,4184,,
8/25/2017,330.06,95339.2953,3554,,
8/26/2017,332.86,95944.7226,3499,,
8/27/2017,347.88,95506.9876,3514,,
8/28/2017,347.66,92566.5693,3446,,
8/29/2017,372.35,99235.369,3541,,
8/30/2017,383.86,99678.7102,3531,,
8/31/2017,388.33,97955.4642,3473,,
9/1/2017,391.42,98985.3654,3521,,
9/2/2017,351.03,98883.0465,3541,,
9/3/2017,352.45,98450.1542,3539,,
9/4/2017,303.7,99991.3961,3527,,
9/5/2017,317.94,100474.3339,3559,,
9/6/2017,338.92,99614.2702,3510,,
9/7/2017,335.37,101735.9047,3547,,
9/8/2017,306.72,106728.0408,3592,,
9/9/2017,303.79,104087.0767,3561,,
9/10/2017,299.21,102462.2609,3574,,
9/11/2017,297.95,102521.0502,3551,,
9/12/2017,294.1,108070.1938,3603,,
9/13/2017,275.84,103537.1178,3536,,
9/14/2017,223.14,105590.7742,3599,,
9/15/2017,259.57,109240.2979,3616,,
9/16/2017,254.49,107169.6341,3609,,
9/17/2017,258.4,108004.7306,3630,,
9/18/2017,297.53,105851.5969,3557,,
9/19/2017,283,108650.3899,3628,,
9/20/2017,283.56,107391.0713,3600,,
9/21/2017,257.77,109411.54,3645,,
9/22/2017,262.94,108415.5019,3001,,
9/23/2017,286.14,103936.501,2884,,
9/24/2017,282.6,106744.3503,2938,,
9/25/2017,294.89,101530.2447,2836,,
9/26/2017,288.64,102987.1868,2890,,
9/27/2017,309.97,105672.8117,2904,,
9/28/2017,302.77,101865.3038,2856,,
9/29/2017,292.58,97747.1226,2829,,
9/30/2017,302.77,97246.8496,2840,,
10/1/2017,303.95,101856.5841,2862,,
10/2/2017,296.81,101498.7153,2842,,
10/3/2017,291.81,101330.3025,2862,,
10/4/2017,291.68,104322.349,2886,,
10/5/2017,294.99,107720.1602,2946,,
10/6/2017,308.33,102813.1953,2848,,
10/7/2017,311.26,100704.8489,2848,,
10/8/2017,309.49,104067.9114,2879,,
10/9/2017,296.95,104686.6792,2882,,
10/10/2017,298.46,106119.6349,2915,,
10/11/2017,302.86,109279.7021,2915,,
10/12/2017,302.89,105449.0222,2899,,
10/13/2017,336.83,110049.5848,2891,,
10/14/2017,338.81,105135.748,2887,,
10/15/2017,336.58,108556.0976,2925,,
10/16/2017,334.23,112491.5255,4554,,
10/17/2017,316.14,114496.653,6050,,
10/18/2017,313.54,113792.9401,6221,,
10/19/2017,307.41,117973.6768,6241,,
10/20/2017,303.08,117268.4555,6237,,
10/21/2017,299.55,116687.3756,6229,,
10/22/2017,294.03,118870.2012,6280,,
10/23/2017,285.27,117763.0093,6254,,
10/24/2017,296.5,121642.1225,6248,,
10/25/2017,296.35,118684.8641,6176,,
10/26/2017,295.54,114761.8238,6157,,
10/27/2017,296.36,117091.7153,6229,,
10/28/2017,293.35,118629.8189,6240,,
10/29/2017,304.04,117105.7539,6194,,
10/30/2017,306.8,115204.0015,6072,,
10/31/2017,303.64,119297.9707,6275,,
11/1/2017,289.42,120477.0125,6142,,
11/2/2017,284.92,115774.5028,6144,,
11/3/2017,304.51,113706.9239,6208,,
11/4/2017,300.04,111929.8264,6196,,
11/5/2017,296.23,117028.67,6299,,
11/6/2017,296.82,114621.414,6199,,
11/7/2017,291.84,113925.2212,6211,,
11/8/2017,307.35,116144.1465,6236,,
11/9/2017,319.66,114107.822,6195,,
11/10/2017,296.86,115773.7593,6300,,
11/11/2017,314.23,115718.414,6267,,
11/12/2017,306.02,118263.4894,6245,,
11/13/2017,314.6,117469.6839,6225,,
11/14/2017,334.72,114709.874,6122,,
11/15/2017,331.2,115382.9053,6237,,
11/16/2017,330.32,111657.6225,6154,,
11/17/2017,331.72,112630.8165,6235,,
11/18/2017,346.65,111516.8425,6215,,
11/19/2017,354.6,112980.6417,6266,,
11/20/2017,367.71,120188.5528,6176,,
11/21/2017,360.52,118772.9291,6174,,
11/22/2017,380.84,118382.3196,6242,,
11/23/2017,406.57,122161.9842,6190,,
11/24/2017,470.43,124844.7158,6234,,
11/25/2017,464.61,125309.3717,6201,,
11/26/2017,470.54,125187.293,6169,,
11/27/2017,475.24,123438.9985,6086,,
11/28/2017,466.27,121376.5047,6094,,
11/29/2017,427.42,123404.9935,6108,,
11/30/2017,434.85,124830.2891,6151,,
12/1/2017,461.58,125492.702,6127,,
12/2/2017,457.96,125605.2762,6053,,
12/3/2017,462.81,121828.5383,6029,,
12/4/2017,466.93,125869.5928,5671,,
12/5/2017,453.96,123432.1491,5588,,
12/6/2017,422.48,123628.5175,5473,,
12/7/2017,421.15,125209.8857,5798,,
12/8/2017,451.74,127322.6374,5803,,
12/9/2017,472.86,128300.9697,5813,,
12/10/2017,436.49,126733.7869,5781,,
12/11/2017,513.29,128336.6496,5749,,
12/12/2017,656.52,128931.8969,5715,,
12/13/2017,699.09,134096.1365,5659,,
12/14/2017,693.58,137629.7703,5694,,
12/15/2017,684.27,143758.2604,5800,,
12/16/2017,692.83,141945.8652,5775,,
12/17/2017,717.71,142954.4584,5781,,
12/18/2017,785.99,147283.4924,5781,,
12/19/2017,812.5,144785.8066,5604,,
12/20/2017,799.17,143787.1073,5571,,
12/21/2017,789.39,143918.9673,5570,,
12/22/2017,657.83,143237.655,5652,,
12/23/2017,700.44,149570.4924,5947,,
12/24/2017,675.91,148933.7151,5981,,
12/25/2017,723.14,150660.6855,6032,,
12/26/2017,753.4,151469.2196,5992,,
12/27/2017,739.94,152530.5011,5966,,
12/28/2017,716.69,156618.8488,5889,,
12/29/2017,739.6,153605.9851,5786,,
12/30/2017,692.99,154787.985,5773,,
12/31/2017,741.13,156919.1805,5907,,
1/1/2018,756.2,159441.8475,5926,,
1/2/2018,861.97,159057.5377,5750,,
1/3/2018,941.1,158805.4552,5540,,
1/4/2018,944.83,162473.4175,5454,,
1/5/2018,967.13,166391.1687,5341,,
1/6/2018,1006.41,163074.7937,5416,,
1/7/2018,1117.75,169010.8826,5528,,
1/8/2018,1136.11,168775.8944,5408,,
1/9/2018,1289.24,170785.6861,5377,,
1/10/2018,1248.99,174332.6871,5415,,
1/11/2018,1139.32,179701.776,5430,,
1/12/2018,1261.03,180394.1239,5419,,
1/13/2018,1385.02,181051.4051,5394,,
1/14/2018,1359.48,185408.671,5625,,
1/15/2018,1278.69,181636.7811,5424,,
1/16/2018,1050.26,187122.9824,5522,,
1/17/2018,1024.69,191023.8179,5572,,
1/18/2018,1012.97,189281.4868,5569,,
1/19/2018,1037.36,188933.6732,5685,,
1/20/2018,1150.5,196739.0047,5873,,
1/21/2018,1049.09,192489.0949,5810,,
1/22/2018,999.64,197018.312,5883,,
1/23/2018,984.47,196608.2455,5898,,
1/24/2018,1061.78,201694.5298,5961,,
1/25/2018,1046.37,203394.4979,5910,,
1/26/2018,1048.58,203454.7751,5910,,
1/27/2018,1109.08,202106.5578,6004,,
1/28/2018,1231.58,204748.658,6017,,
1/29/2018,1169.96,213099.1585,5925,,
1/30/2018,1063.75,210494.5728,5867,,
1/31/2018,1111.31,215826.4032,5883,,
2/1/2018,1026.19,221004.0257,5778,,
2/2/2018,917.47,224386.69,5865,,
2/3/2018,970.87,223750.0072,5973,,
2/4/2018,827.59,223628.198,5960,,
2/5/2018,695.08,229317.1819,6025,,
2/6/2018,785.01,226643.546,5926,,
2/7/2018,751.81,232001.6424,5913,,
2/8/2018,813.55,229493.3998,6002,,
2/9/2018,877.88,232843.1343,5936,,
2/10/2018,850.75,234466.2002,6022,,
2/11/2018,811.24,236401.4541,5955,,
2/12/2018,865.27,241154.4129,5945,,
2/13/2018,840.98,242643.0985,5965,,
2/14/2018,920.11,236293.682,5860,,
2/15/2018,927.95,238380.589,5966,,
2/16/2018,938.02,243106.1504,5958,,
2/17/2018,974.77,243542.0698,6036,,
2/18/2018,913.9,243539.0262,5984,,
2/19/2018,939.79,242911.4767,5898,,
2/20/2018,885.52,239653.9119,5814,,
2/21/2018,840.1,241642.47,5849,,
2/22/2018,804.63,243671.4308,5873,,
2/23/2018,854.7,245866.6703,5926,,
2/24/2018,833.49,244536.0463,5850,,
2/25/2018,840.28,250331.8931,5858,,
2/26/2018,867.62,247528.6317,5803,,
2/27/2018,871.58,243300.4607,5865,,
2/28/2018,851.5,252048.8658,5898,,
3/1/2018,869.87,253200.9448,5879,,
3/2/2018,855.6,255012.3761,5899,,
3/3/2018,855.65,260398.6003,5949,,
3/4/2018,864.83,253539.203,5881,,
3/5/2018,849.42,254483.1024,5885,,
3/6/2018,815.69,255139.4372,5890,,
3/7/2018,751.13,263414.6349,5915,,
3/8/2018,698.83,262514.1983,5856,,
3/9/2018,726.92,256561.6774,5898,,
3/10/2018,682.3,259056.4904,5893,,
3/11/2018,720.36,257997.7068,5957,,
3/12/2018,697.02,259747.3582,5823,,
3/13/2018,689.96,259172.212,5865,,
3/14/2018,613.15,256444.9328,5843,,
3/15/2018,610.56,259568.9864,5881,,
3/16/2018,600.53,268730.4354,5918,,
3/17/2018,549.79,266964.9124,5856,,
3/18/2018,537.38,264836.0208,5933,,
3/19/2018,555.55,265871.0509,5961,,
3/20/2018,557.57,267110.5194,5959,,
3/21/2018,559.91,263506.8368,5934,,
3/22/2018,539.89,263150.0403,6014,,
3/23/2018,543.83,264344.1817,5968,,
3/24/2018,520.16,262566.4697,6058,,
3/25/2018,523.01,263810.3782,6024,,
3/26/2018,486.25,270957.8644,6004,,
3/27/2018,448.78,264771.4928,5923,,
3/28/2018,445.93,264397.7036,5949,,
3/29/2018,383.9,259874.6018,5867,,
3/30/2018,393.82,262829.8108,5938,,
3/31/2018,394.07,259223.1258,6050,,
4/1/2018,378.85,259619.4056,6016,,
4/2/2018,384.68,259753.6379,6094,,
4/3/2018,415.93,253904.2585,5999,,
4/4/2018,378.65,256180.9285,6001,,
4/5/2018,381.36,257751.3129,6056,,
4/6/2018,370.35,264227.025,6051,,
4/7/2018,384.98,259807.1339,6049,,
4/8/2018,400.72,257932.3909,6058,,
4/9/2018,399.02,249655.5258,5995,,
4/10/2018,415.65,255877.335,6073,,
4/11/2018,430.42,253513.7145,5962,,
4/12/2018,493.95,252079.5961,5898,,
4/13/2018,494.96,254808.1705,5923,,
4/14/2018,502.79,255080.6519,5917,,
4/15/2018,534.15,255100.7545,5939,,
4/16/2018,511.67,256052.3846,5932,,
4/17/2018,503.03,255808.7177,5835,,
4/18/2018,525.78,249352.2209,5795,,
4/19/2018,567.25,256511.2913,5810,,
4/20/2018,617.16,250405.9833,5715,,
4/21/2018,605.17,259913.5162,5883,,
4/22/2018,621.33,256619.2584,5902,,
4/23/2018,644.13,260832.2833,5776,,
4/24/2018,703.35,255641.5849,5720,,
4/25/2018,617.73,257805.5643,5818,,
4/26/2018,661.45,267393.1962,5867,,
4/27/2018,643.33,257910.9333,5714,,
4/28/2018,683.02,254255.7956,5713,,
4/29/2018,689.31,265643.9588,5833,,
4/30/2018,670.04,264176.9608,5724,,
5/1/2018,670.81,256434.1957,5622,,
5/2/2018,686.74,261978.5703,5712,,
5/3/2018,777.62,263056.9143,5681,,
5/4/2018,784.21,266084.0108,5632,,
5/5/2018,816.58,270333.0862,5741,,
5/6/2018,790.39,270847.4157,5763,,
5/7/2018,752.4,276583.217,5835,,
5/8/2018,747.79,273677.2789,5734,,
5/9/2018,751.27,270175.0286,5730,,
5/10/2018,723.61,270049.063,5683,,
5/11/2018,677.8,273083.2403,5751,,
5/12/2018,683.64,278875.4553,5754,,
5/13/2018,729.34,278287.478,5760,,
5/14/2018,727.41,273117.6599,5638,,
5/15/2018,705.64,269469.4111,5732,,
5/16/2018,706.72,269830.24,5645,,
5/17/2018,668.38,272613.0226,5704,,
5/18/2018,693.57,270655.4582,5636,,
5/19/2018,696.05,272017.1413,5603,,
5/20/2018,715.15,275816.8568,5642,,
5/21/2018,696.73,278244.772,5687,,
5/22/2018,640.84,275055.3865,5601,,
5/23/2018,577.01,274364.416,5655,,
5/24/2018,602.59,264380.7978,5563,,
5/25/2018,584.77,266471.1125,5635,,
5/26/2018,585.76,270868.0697,5719,,
5/27/2018,569.64,264353.7928,5634,,
5/28/2018,512.03,269029.2955,5704,,
5/29/2018,566.59,268134.3091,5649,,
5/30/2018,557.12,265948.756,5609,,
5/31/2018,577.23,272316.521,5647,,
6/1/2018,579.01,261144.0211,5624,,
6/2/2018,590.53,268099.8023,5632,,
6/3/2018,619.04,266067.2667,5619,,
6/4/2018,591.31,267430.541,5672,,
6/5/2018,608.23,266560.0064,5591,,
6/6/2018,606.3,265007.3855,5633,,
6/7/2018,604.44,267538.3994,5639,,
6/8/2018,599.55,268957.8818,5679,,
6/9/2018,593.38,280223.7453,5610,,
6/10/2018,524.74,269619.0449,5641,,
6/11/2018,531.15,274305.6302,5657,,
6/12/2018,494.53,277830.7046,5714,,
6/13/2018,476.3,270306.5868,5752,,
6/14/2018,519.83,269852.2189,5765,,
6/15/2018,487.51,269008.4063,5782,,
6/16/2018,497.22,271809.3725,5871,,
6/17/2018,496.74,269649.1862,5915,,
6/18/2018,517.63,279860.27,5954,,
6/19/2018,538.45,282435.7599,5802,,
6/20/2018,536.16,279162.6223,5823,,
6/21/2018,525.77,282764.1807,5872,,
6/22/2018,462.16,284625.7577,5820,,
6/23/2018,474.18,280672.2867,5922,,
6/24/2018,455.25,281667.0977,5881,,
6/25/2018,458.82,282781.5154,5665,,
6/26/2018,429.58,280157.7279,5748,,
6/27/2018,441.75,288133.7823,5847,,
6/28/2018,420.72,279301.5766,5762,,
6/29/2018,435.25,277277.2425,5764,,
6/30/2018,453.42,287848.4026,5870,,
7/1/2018,451.95,276235.7552,5837,,
7/2/2018,476.58,281066.2288,5929,,
7/3/2018,461.95,285353.1633,5809,,
7/4/2018,467.19,282978.2286,5837,,
7/5/2018,467.55,292250.0375,5808,,
7/6/2018,469.93,287617.8867,5844,,
7/7/2018,485.81,290970.122,5820,,
7/8/2018,486.19,285211.1629,5697,,
7/9/2018,471.48,292711.4538,5855,,
7/10/2018,432.69,285475.5765,5783,,
7/11/2018,445.59,277618.9439,5931,,
7/12/2018,430.91,280736.7326,5993,,
7/13/2018,432.46,277972.6386,5953,,
7/14/2018,433.74,278402.5296,6006,,
7/15/2018,449.62,280223.7415,6067,,
7/16/2018,478.75,280468.6157,5851,,
7/17/2018,499.06,286575.539,5889,,
7/18/2018,479.02,284188.3364,5757,,
7/19/2018,468.65,280865.4338,5793,,
7/20/2018,448.84,276215.2061,5838,,
7/21/2018,461.04,265356.9052,5997,,
7/22/2018,457.65,277879.9228,5975,,
7/23/2018,449.63,287300.9941,5862,,
7/24/2018,479.47,282719.1101,5815,,
7/25/2018,471.28,289873.6853,5900,,
7/26/2018,462.03,287517.1961,5852,,
7/27/2018,469.69,286980.17,5909,,
7/28/2018,468.55,288229.5692,5991,,
7/29/2018,466.2,289579.6618,6010,,
7/30/2018,456.56,289075.2031,5963,,
7/31/2018,431.99,290345.5569,5919,,
8/1/2018,419.87,287162.3906,5861,,
8/2/2018,410.83,292800.3203,5854,,
8/3/2018,417.62,285672.7276,5916,,
8/4/2018,406.91,292889.4426,6003,,
8/5/2018,408.81,293048.5066,5932,,
8/6/2018,404.95,293327.109,5923,,
8/7/2018,377.94,291954.5748,5875,,
8/8/2018,355.57,294985.5601,5957,,
8/9/2018,363.51,295911.9974,5930,,
8/10/2018,331.57,292146.4903,5926,,
8/11/2018,318.01,293393.2115,5945,,
8/12/2018,318.2,285376.3397,5835,,
8/13/2018,284.03,285178.2999,5872,,
8/14/2018,278.31,286578.1953,5952,,
8/15/2018,281.24,283434.3978,5965,,
8/16/2018,286.8,279030.9812,5940,,
8/17/2018,317.57,284891.2505,5840,,
8/18/2018,294.85,280430.8589,5883,,
8/19/2018,299.62,282006.0502,5930,,
8/20/2018,270.81,283826.5336,5932,,
8/21/2018,281.13,286170.3659,5961,,
8/22/2018,270.37,289763.7194,5922,,
8/23/2018,275.83,279114.193,5853,,
8/24/2018,281.37,282957.45,5946,,
8/25/2018,277.56,283524.6978,5926,,
8/26/2018,274.3,288842.6926,5947,,
8/27/2018,288.02,285297.4737,5942,,
8/28/2018,295.55,282969.428,5898,,
8/29/2018,288.67,278007.4815,5890,,
8/30/2018,284.15,279549.2413,5910,,
8/31/2018,281.66,280439.7219,5953,,
9/1/2018,295.36,277588.8544,5880,,
9/2/2018,295.02,274831.7379,6027,,
9/3/2018,288.97,274967.4979,5887,,
9/4/2018,285.23,276727.458,5968,,
9/5/2018,228.27,277065.298,5956,,
9/6/2018,229.52,276862.3513,6048,,
9/7/2018,215.14,272247.9516,5913,,
9/8/2018,196.77,271323.9081,5936,,
9/9/2018,195.99,257770.4413,5899,,
9/10/2018,197.14,260772.6661,6007,,
9/11/2018,185.15,255565.1744,6002,,
9/12/2018,183.03,252569.2634,6043,,
9/13/2018,211.27,246361.6094,6004,,
9/14/2018,208.87,253565.5649,6066,,
9/15/2018,221.63,254429.8705,6051,,
9/16/2018,220.12,253293.4755,6113,,
9/17/2018,196.04,254187.1006,6080,,
9/18/2018,208.39,253649.0746,5967,,
9/19/2018,209.78,257726.225,6123,,
9/20/2018,224.76,256660.2049,6014,,
9/21/2018,247.69,255415.9684,6084,,
9/22/2018,240.78,262892.1809,6038,,
9/23/2018,244.55,260332.227,6080,,
9/24/2018,227.92,261741.3439,6075,,
9/25/2018,219.2,259333.6504,6113,,
9/26/2018,214.21,266760.1081,6112,,
9/27/2018,229.09,265516.5942,6081,,
9/28/2018,221.56,264448.9358,6098,,
9/29/2018,231.32,259938.0808,6095,,
9/30/2018,232.6,263793.7941,6114,,
10/1/2018,230.89,259027.1628,6095,,
10/2/2018,225.41,259556.2604,6180,,
10/3/2018,219.97,258086.8149,6075,,
10/4/2018,221.76,261317.7945,6146,,
10/5/2018,227.9,259922.335,6099,,
10/6/2018,224.62,261827.4556,6222,,
10/7/2018,225.65,263804.8258,6241,,
10/8/2018,229.33,266039.6993,6179,,
10/9/2018,227.49,263567.6875,6149,,
10/10/2018,225.26,263745.3818,6168,,
10/11/2018,189.83,259550.9898,6143,,
10/12/2018,195.97,259276.4273,6170,,
10/13/2018,199.45,256898.5131,6176,,
10/14/2018,194.99,259153.1832,6182,,
10/15/2018,210.8,257050.9069,6095,,
10/16/2018,210.22,257301.1164,6114,,
10/17/2018,207.6,255963.6456,6130,,
10/18/2018,202.49,260467.6722,6142,,
10/19/2018,202.86,257014.036,6065,,
10/20/2018,205.08,254001.5821,6158,,
10/21/2018,204.77,250880.723,6124,,
10/22/2018,203.6,248448.5101,6065,,
10/23/2018,203.7,251290.444,6168,,
10/24/2018,202.92,252624.5976,6124,,
10/25/2018,201.23,248587.8675,6123,,
10/26/2018,203.37,247418.1596,6122,,
10/27/2018,202.79,249171.0755,6100,,
10/28/2018,203.72,247255.9293,6137,,
10/29/2018,195.67,245030.1321,6111,,
10/30/2018,196.19,246201.3542,6043,,
10/31/2018,197.85,250905.0699,6157,,
11/1/2018,198.73,244006.5278,6069,,
11/2/2018,201.02,238273.7031,6069,,
11/3/2018,199.47,238121.4847,6119,,
11/4/2018,211.3,242188.0672,6109,,
11/5/2018,209.7,240396.5874,6075,,
11/6/2018,219.56,240620.5981,6064,,
11/7/2018,217.99,242339.0598,6144,,
11/8/2018,211.29,244303.624,6066,,
11/9/2018,209.39,239347.1981,6091,,
11/10/2018,211.9,241506.2067,6113,,
11/11/2018,211.7,246520.2576,6121,,
11/12/2018,210.81,240140.4087,6171,,
11/13/2018,206.42,242075.0552,6095,,
11/14/2018,182.72,242719.7623,6071,,
11/15/2018,181.53,241426.555,6073,,
11/16/2018,174.84,245905.3567,6182,,
11/17/2018,174.22,236757.3434,6112,,
11/18/2018,177.53,237403.7532,6159,,
11/19/2018,148.22,234641.4812,5999,,
11/20/2018,130.74,230234.6676,6028,,
11/21/2018,136.5,221561.8192,6136,,
11/22/2018,124.83,215752.1927,6063,,
11/23/2018,123.37,218447.3683,6119,,
11/24/2018,112.75,216064.3952,6119,,
11/25/2018,116.75,212268.4544,6154,,
11/26/2018,108.87,212144.5729,6071,,
11/27/2018,110.19,195098.6206,5995,,
11/28/2018,122.88,187566.5787,6026,,
11/29/2018,117.48,190642.8421,6121,,
11/30/2018,112.87,189699.1171,6046,,
12/1/2018,118.5,194472.9925,6057,,
12/2/2018,115.96,186119.0702,6061,,
12/3/2018,108.23,185698.7963,6033,,
12/4/2018,109.82,189779.3064,6039,,
12/5/2018,101.57,185236.3756,6017,,
12/6/2018,90.43,188467.1311,6056,,
12/7/2018,93.61,180043.8657,5972,,
12/8/2018,91.44,176367.3456,6023,,
12/9/2018,94.42,174777.9395,6097,,
12/10/2018,90.7,184534.788,6176,,
12/11/2018,88.05,177759.9197,5984,,
12/12/2018,90.52,172754.9686,6076,,
12/13/2018,86.39,171179.1852,6097,,
12/14/2018,83.9,167959.6613,6014,,
12/15/2018,84.27,171971.1573,6115,,
12/16/2018,85.39,169448.7942,6039,,
12/17/2018,95.44,166783.1153,5891,,
12/18/2018,102.44,163361.85,5861,,
12/19/2018,100.63,165252.0656,5849,,
12/20/2018,116.43,164235.7302,5853,,
12/21/2018,109.44,166137.2784,5837,,
12/22/2018,118.36,168323.7647,5925,,
12/23/2018,131.56,169348.9776,5865,,
12/24/2018,140.87,177137.159,5927,,
12/25/2018,130.99,182556.3271,5967,,
12/26/2018,132.61,189689.6534,5961,,
12/27/2018,116.72,184499.9643,5893,,
12/28/2018,139.73,181452.6836,5907,,
12/29/2018,137.3,182108.4782,5960,,
12/30/2018,141.33,183085.9828,5886,,
12/31/2018,133.49,185526.8826,5921,,
1/1/2019,142.66,174844.3888,5871,,
1/2/2019,156.57,180873.7589,5931,,
1/3/2019,149.44,181264.0069,5580,,
1/4/2019,156.04,180399.7742,5554,,
1/5/2019,156.23,185468.098,5620,,
1/6/2019,158.61,187186.1718,5585,,
1/7/2019,152.09,190298.3768,5610,,
1/8/2019,151.1,184981.6534,5562,,
1/9/2019,151.17,190211.5117,5610,,
1/10/2019,127.96,186276.7852,5568,,
1/11/2019,127.16,186790.9227,5566,,
1/12/2019,125.83,181093.0092,5541,,
1/13/2019,116.56,182569.7794,5635,,
1/14/2019,129.74,184943.4647,5629,,
1/15/2019,121.22,188708.0399,5619,,
1/16/2019,123.12,179529.688,5528,,
1/17/2019,123.72,177700.9741,5561,,
1/18/2019,120.57,177754.3264,5619,,
1/19/2019,124.85,184503.3671,5683,,
1/20/2019,118.41,184550.3414,5599,,
1/21/2019,116.72,178144.598,5094,,
1/22/2019,119.12,180021.9752,5072,,
1/23/2019,117.57,168483.6724,4991,,
1/24/2019,117.7,175286.5866,5086,,
1/25/2019,115.92,175620.0016,5106,,
1/26/2019,116.33,170993.5618,5055,,
1/27/2019,112.27,168650.5178,5013,,
1/28/2019,106.36,155983.8223,4884,,
